id,title,publisher,month_published,year_published,top_sell_category,price_USD,genre,age_rating_PEGI,languages_interface,languages_spoken,recommended_graphics,user_ratings_positive,user_ratings_negative,user_ratings_total,user_ratings_pct
2183900,"Warhammer 40,000: Space Marine 2",Focus Entertainment,09,2024,Platinum,60,Action|Adventure|RPG,18,English|French|Italian|German|Spanish - Spain|Russian|Czech|Japanese|Korean|Polish|Portuguese - Brazil|Simplified Chinese|Spanish - Latin America|Traditional Chinese|Turkish|Ukrainian|Thai,English|French|German|Spanish - Spain|Russian|Japanese|Simplified Chinese,AMD Radeon RX 6800 XT|Nvidia GeForce RTX 3070,62550,16068,78618,0.8
1643320,S.T.A.L.K.E.R. 2: Heart of Chornobyl,GSC Game World (worldwide),11,2024,Platinum,60,Action|Adventure|RPG,18,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Ukrainian|Arabic|Czech|Spanish - Latin America|Turkish|Serbian,English|Ukrainian,Nvidia GeForce RTX 3070 Ti|Nvidia GeForce RTX 4070|AMD Radeon RX 6800 XT,61955,12713,74668,0.83
2054970,Dragon's Dogma 2,"CAPCOM Co., Ltd.",03,2024,Platinum,70,Action|RPG,18,English|French|Italian|German|Spanish - Spain|Arabic|Spanish - Latin America|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Japanese|Korean|Polish,English|Japanese,NVIDIA GeForce RTX 2080|AMD Radeon RX 6700,34862,25555,60417,0.58
1623730,Palworld,Pocketpair,01,2024,Platinum,30,Action|Adventure|Indie|RPG|Early Access,NA,English|Simplified Chinese|Traditional Chinese|Japanese|French|Italian|German|Spanish - Spain|Portuguese - Brazil|Russian|Korean|Indonesian|Spanish - Latin America|Thai|Turkish|Vietnamese|Polish,NA,Nvidia GeForce RTX 2070,215082,14271,229353,0.94
1790600,DRAGON BALL: Sparking! ZERO,Bandai Namco Entertainment,10,2024,Platinum,70,Action,12,English|French|Italian|German|Spanish - Spain|Arabic|Indonesian|Spanish - Latin America|Portuguese - Brazil|Polish|Russian|Simplified Chinese|Traditional Chinese|Japanese|Korean|Thai,English|Japanese,Nvidia GeForce RTX 2060|AMD Radeon RX Vega 64,32226,2943,35169,0.92
2694490,Path of Exile 2,Grinding Gear Games,12,2024,Platinum,30,Action|Adventure|Massively Multiplayer|RPG|Early Access,NA,English|French|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Russian|Thai,English,NVIDIA GeForce RTX 2060|Intel Arc A770|AMD Radeon RX 5600 XT,68703,17001,85704,0.8
2358720,Black Myth: Wukong,Game Science,08,2024,Platinum,60,Action|Adventure|RPG,16,English|French|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Italian|Turkish|Thai|Czech,English|Simplified Chinese,NVIDIA GeForce RTX 2060|AMD Radeon RX 5700 XT|INTEL Arc A750,634089,28665,662754,0.96
553850,HELLDIVERS™ 2,PlayStation Publishing LLC,02,2024,Platinum,40,Action,18,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Spanish - Latin America|Polish|Portuguese - Portugal|Russian|Simplified Chinese|Traditional Chinese,English|French|Italian|German|Spanish - Spain|Japanese|Portuguese - Brazil|Spanish - Latin America,NVIDIA GeForce RTX 2060|AMD Radeon RX 6600 XT,174213,51027,225240,0.77
2669320,EA SPORTS FC™ 25,Electronic Arts,09,2024,Platinum,70,Simulation|Sports,3,English|French|Italian|German|Spanish - Spain|Arabic|Czech|Danish|Dutch|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Traditional Chinese|Turkish,English|French|Italian|German|Spanish - Spain|Arabic|Dutch|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Spanish - Latin America,AMD Radeon RX 5600 XT|Nvidia GeForce GTX 1660,7654,8926,16580,0.46
2878980,NBA 2K25,2K,10,2024,Platinum,70,Simulation|Sports,3,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Simplified Chinese|Traditional Chinese,English,NVIDIA GeForce RTX 2070|AMD Radeon RX 5700|Intel Arc A770,2558,1681,4239,0.6
1363080,Manor Lords,Hooded Horse,04,2024,Platinum,40,Simulation|Strategy|Early Access,NA,English|German|Polish|Simplified Chinese|French|Japanese|Spanish - Spain|Korean|Portuguese - Brazil|Russian|Traditional Chinese|Italian|Turkish|Czech|Danish|Dutch|Hungarian|Swedish|Ukrainian,English,NVIDIA GeForce GTX 1060|AMD Radeon RX 580|Intel Arc A580,34694,4709,39403,0.88
1145350,Hades II,Supergiant Games,09,2024,Gold,30,Action|Indie|RPG,12,English|French|Italian|German|Spanish - Spain|Greek|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Turkish|Ukrainian,English,Nvidia GeForce RTX 2060|AMD Radeon RX 5600 XT|Intel Arc A580,16887,1016,17903,0.94
881020,Granblue Fantasy: Relink,"Cygames, Inc.",01,2024,Gold,60,Action|Adventure|RPG,12,English|Japanese|Italian|German|Spanish - Spain|Portuguese - Brazil|Simplified Chinese|Traditional Chinese|Korean|French,English|Japanese,NVIDIA GeForce RTX 2080|AMD Radeon RX 6700 XT,22250,3044,25294,0.88
1203620,Enshrouded,Keen Games GmbH,01,2024,Gold,30,Action|Adventure|Indie|RPG|Early Access,NA,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Turkish|Ukrainian|Thai,NA,NVIDIA GeForce RTX 2070 Super|AMD Radeon RX 6700 XT|Intel ARC A770,30604,5158,35762,0.86
899770,Last Epoch,Eleventh Hour Games,02,2024,Gold,35,Action|Adventure|Indie|RPG,NA,English|French|German|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Spanish - Spain|Japanese,English,nVidia GeForce RTX 3060|AMD Radeon RX 6600 XT,40647,18639,59286,0.69
2300320,Farming Simulator 25,GIANTS Software,11,2024,Gold,30,Simulation,3,English|French|Italian|German|Spanish - Spain|Czech|Danish|Dutch|Finnish|Hungarian|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Romanian|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Traditional Chinese|Turkish|Ukrainian|Vietnamese|Indonesian,English,Nvidia GeForce RTX 2070|AMD Radeon RX 5700 XT|Intel Arc A750,12076,2920,14996,0.81
2479810,Gray Zone Warfare,"MADFINGER Games, a.s.",04,2024,Gold,40,Action|Massively Multiplayer|Simulation|Early Access,NA,English|French|Italian|German|Spanish - Spain|Czech|Japanese|Korean|Polish|Portuguese - Brazil|Simplified Chinese|Turkish,English,NVIDIA GeForce RTX 2080 Ti|AMD Radeon RX 6800 XT,27655,14615,42270,0.65
2074920,The First Descendant,NEXON,06,2024,Gold,0,Action|Adventure|RPG|Free To Play,12,English|Japanese|Simplified Chinese|Traditional Chinese|Korean|French|Italian|German|Spanish - Spain|Polish|Portuguese - Brazil|Russian,English|Korean,Nvidia GeForce RTX 2060|AMD Radeon RX 5600 XT|Intel Arc A750,40155,34499,74654,0.54
2767030,Marvel Rivals,NetEase Games,12,2024,Gold,0,Action|Free To Play,NA,English|French|Italian|German|Spanish - Spain|Russian|Turkish|Thai|Simplified Chinese|Traditional Chinese|Spanish - Latin America|Korean|Japanese|Polish|Portuguese - Brazil|Arabic,English|Simplified Chinese|Japanese,NVIDIA GeForce RTX 2060 Super|AMD Radeon RX 5700 XT|Intel Arc A750,116150,29023,145173,0.8
1778820,TEKKEN 8,Bandai Namco Entertainment,01,2024,Gold,60,Action,16,English|French|Italian|German|Spanish - Spain|Arabic|Japanese|Korean|Portuguese - Brazil|Simplified Chinese|Traditional Chinese|Polish|Russian|Thai|Spanish - Latin America,English,Nvidia GeForce RTX 2070|AMD Radeon RX 5700 XT,10853,1406,12259,0.89
1845910,Dragon Age™: The Veilguard,Electronic Arts,10,2024,Gold,60,Action|Adventure|RPG|Strategy,18,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Simplified Chinese|Traditional Chinese|Russian,English|French|German,NVIDIA GeForce RTX 2070|AMD Radeon RX 5700 XT,20582,7767,28349,0.73
2215430,Ghost of Tsushima DIRECTOR'S CUT,PlayStation Publishing LLC,05,2024,Gold,60,Action|Adventure,18,English|French|Italian|German|Spanish - Spain|Arabic|Czech|Danish|Dutch|Finnish|Greek|Hungarian|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Thai|Traditional Chinese|Turkish|Croatian,English|French|Italian|German|Spanish - Spain|Japanese|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Spanish - Latin America,NVIDIA GeForce RTX 2060|AMD Radeon RX 5600 XT,18660,2175,20835,0.9
2429640,THRONE AND LIBERTY,Amazon Games,10,2024,Gold,0,Action|Adventure|Massively Multiplayer|RPG|Free To Play,16,English|French|German|Japanese|Portuguese - Brazil|Spanish - Latin America|Korean|Traditional Chinese,English|Japanese|Korean,NVIDIA Geforce GTX 1660,32574,16168,48742,0.67
2688950,Planet Coaster 2,Frontier Developments,11,2024,Silver,50,Simulation|Strategy,3,English|French|Italian|German|Spanish - Spain|Czech|Dutch|Japanese|Korean|Polish|Portuguese - Brazil|Simplified Chinese|Traditional Chinese,English|French|German|Spanish - Spain|Japanese|Korean|Simplified Chinese,NVIDIA GeForce RTX 2070 Super|AMD Radeon RX 6700 XT|Intel Arc A770,3503,2039,5542,0.63
2161700,Persona 3 Reload,SEGA,02,2024,Silver,60,Adventure|RPG|Strategy,16,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Turkish,English|Japanese,NVIDIA GeForce GTX 1650|AMD Radeon R9 290X,10948,335,11283,0.97
2139460,Once Human,Starry Studio,07,2024,Silver,0,Action|Adventure|RPG|Simulation|Strategy|Free To Play,NA,English|Simplified Chinese|French|German|Japanese|Korean|Traditional Chinese|Portuguese - Brazil|Spanish - Latin America|Russian,English|Simplified Chinese,Nvidia GTX 1060|AMD Radeon RX 580|Intel ARC A380,49146,20373,69519,0.71
1928980,Nightingale,Inflexion Games,02,2024,Silver,30,Action|Adventure|RPG|Early Access,NA,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Simplified Chinese|Spanish - Latin America|Traditional Chinese,English,Nvidia GeForce RTX 2060 Super|AMD Radeon RX 5700 XT,6429,4038,10467,0.61
1326470,Sons Of The Forest,Newnight,02,2024,Silver,30,Action|Adventure|Indie|Simulation,NA,English|French|Italian|German|Spanish - Spain|Czech|Finnish|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Swedish|Traditional Chinese|Turkish,English,NVIDIA GeForce GTX 1080 Ti|AMD Radeon RX 5700 XT,11054,1428,12482,0.89
2321470,Deep Rock Galactic: Survivor,Ghost Ship Publishing,09,2024,Silver,13,Action,NA,English|French|German|Spanish - Spain|Simplified Chinese|Italian|Korean|Portuguese - Brazil|Traditional Chinese|Ukrainian|Hungarian|Russian|Japanese|Polish|Turkish|Indonesian|Spanish - Latin America,English,NA,2697,738,3435,0.79
2420110,Horizon Forbidden West™ Complete Edition,PlayStation Publishing LLC,03,2024,Silver,60,Action|RPG,16,English|French|Italian|German|Spanish - Spain|Arabic|Czech|Danish|Dutch|Finnish|Greek|Hungarian|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Thai|Traditional Chinese|Turkish,English|French|Italian|German|Spanish - Spain|Arabic|Japanese|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Spanish - Latin America,NVIDIA GeForce RTX 3060|AMD Radeon RX 5700,6355,655,7010,0.91
1934680,Age of Mythology: Retold,Xbox Game Studios,09,2024,Silver,30,Strategy,12,English|French|Italian|German|Spanish - Spain|Danish|Dutch|Finnish|Greek|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Thai|Traditional Chinese|Turkish|Vietnamese|Czech|Hungarian,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Simplified Chinese|Spanish - Latin America|Traditional Chinese,Nvidia GeForce GTX 970|AMD Radeon RX 570,8372,1102,9474,0.88
1575940,Sins of a Solar Empire II,Stardock Entertainment,08,2024,Silver,50,Simulation|Strategy,NA,English|French|Italian|German|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Spanish - Latin America|Hungarian,English,Nvidia GeForce GTX 1060|AMD Radeon RX 580,3379,546,3925,0.86
1371980,No Rest for the Wicked,Moon Studios GmbH,04,2024,Silver,40,Action|Adventure|RPG|Early Access,NA,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Simplified Chinese|Traditional Chinese|Russian,English,Nvidia GeForce RTX 2060|AMD Radeon RX 5700 XT,16889,6116,23005,0.73
2552430,KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,Square Enix,06,2024,Silver,50,Action|Adventure|RPG,12,English|French|Italian|German|Spanish - Spain|Japanese,English|Japanese,NVIDIA GeForce GTX 750|AMD Radeon RX 460,2604,1036,3640,0.72
2881650,Content Warning,Landfall,04,2024,Silver,8,Action|Adventure|Indie,NA,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Ukrainian,NA,NVIDIA GeForce GTX 1060|AMD Radeon RX 470,12341,973,13314,0.93
1604030,V Rising,Stunlock Studios,05,2024,Silver,35,Action|Adventure|Massively Multiplayer,12,English|French|German|Spanish - Spain|Portuguese - Brazil|Simplified Chinese|Italian|Hungarian|Japanese|Korean|Polish|Russian|Turkish|Traditional Chinese|Thai|Ukrainian,English,NVIDIA GeForce GTX 1070|AMD Radeon RX 590,11565,1766,13331,0.87
2406770,Bodycam,Reissad Studio,06,2024,Silver,34,Action|Indie|Massively Multiplayer|Simulation|Strategy|Early Access,NA,English|French|Italian|German|Spanish - Spain|Arabic|Japanese|Korean|Russian|Simplified Chinese,English,AMD Radeon RX 6600 XT|NVIDIA GeForce RTX 3060,13227,4830,18057,0.73
2701660,DRAGON QUEST III HD-2D Remake,Square Enix,11,2024,Silver,60,RPG,12,English|French|Italian|German|Spanish - Spain|Spanish - Latin America|Simplified Chinese|Traditional Chinese|Japanese|Korean,English|Japanese,AMD Radeon RX 470|Intel Arc A580|NVIDIA GeForce GTX 1060,1836,739,2575,0.71
2679460,Metaphor: ReFantazio,SEGA,10,2024,Silver,70,Action|Adventure|RPG,16,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Russian|Simplified Chinese|Traditional Chinese|Portuguese - Brazil|Spanish - Latin America,English|Japanese,NVIDIA GeForce GTX 970|AMD Radeon RX 480|Intel Arc A380,8758,927,9685,0.9
2072450,Like a Dragon: Infinite Wealth,SEGA,01,2024,Silver,70,Action|Adventure|RPG,18,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Simplified Chinese|Traditional Chinese|Portuguese - Brazil|Russian,English|Japanese|Simplified Chinese,NVIDIA GeForce RTX 2060|AMD Radeon RX 5700|Intel Arc A750,5414,525,5939,0.91
1601580,Frostpunk 2,11 bit studios,09,2024,Silver,45,Simulation|Strategy,16,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Turkish|Traditional Chinese|Ukrainian,English|Simplified Chinese,AMD Radeon RX 5700|NVIDIA GeForce RTX 2060 Super|INTEL ARC A770,8079,3005,11084,0.73
2677660,Indiana Jones and the Great Circle,Bethesda Softworks,12,2024,Silver,70,Action|Adventure,16,English|French|Italian|German|Spanish - Spain|Arabic|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Spanish - Latin America|Traditional Chinese,English|French|Italian|German|Spanish - Spain|Japanese|Polish|Portuguese - Brazil|Spanish - Latin America,NVIDIA GeForce RTX 3080 Ti|AMD Radeon RX 7700 XT,5287,554,5841,0.91
2515020,FINAL FANTASY XVI,Square Enix,09,2024,Silver,50,Action|RPG,18,English|French|Italian|German|Spanish - Spain|Arabic|Spanish - Latin America|Portuguese - Brazil|Polish|Russian|Simplified Chinese|Traditional Chinese|Japanese|Korean,English|French|Italian|German|Spanish - Latin America|Japanese,AMD Radeon RX 6700 XT|NVIDIA GeForce RTX 2080,5657,1683,7340,0.77
1672500,GUNDAM BREAKER 4,Bandai Namco Entertainment Inc.,08,2024,Silver,60,Action|RPG,7,English|Japanese|French|Italian|German|Spanish - Spain|Indonesian|Spanish - Latin America|Thai|Portuguese - Brazil|Simplified Chinese|Traditional Chinese|Korean,English|Japanese|Simplified Chinese|Traditional Chinese,Nvidia GeForce GTX 970|AMD Radeon RX 580|Intel Arc A770,1863,506,2369,0.79
2322010,God of War Ragnarök,PlayStation Publishing LLC,09,2024,Silver,60,Action|Adventure|RPG,18,English|French|Italian|German|Spanish - Spain|Arabic|Czech|Dutch|Greek|Hungarian|Japanese|Korean|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Thai|Traditional Chinese|Turkish|Croatian,English|French|Italian|German|Spanish - Spain|Arabic|Greek|Japanese|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Spanish - Latin America,NVIDIA GeForce RTX 2060 Super|AMD Radeon RX 5700|Intel Arc A770,7407,2184,9591,0.77
2567870,Chained Together,Anegar Games,06,2024,Silver,5,Adventure|Casual|Indie|Simulation,NA,English,English,NVIDIA GeForce RTX 3060,16568,1932,18500,0.9
526870,Satisfactory,Coffee Stain Publishing,09,2024,Silver,40,Adventure|Indie|Simulation|Strategy,NA,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Ukrainian,English,Nvidia GeForce RTX 2070,20679,1218,21897,0.94
2537590,Microsoft Flight Simulator 2024,Xbox Game Studios,11,2024,Silver,70,Simulation,3,English|French|Italian|German|Spanish - Spain|Dutch|Finnish|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Turkish,English|French|Italian|German|Spanish - Spain|Dutch|Finnish|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Turkish,AMD Radeon RX 5700 XT|Nvidia GeForce RTX 2080,3459,5714,9173,0.38
2124490,SILENT HILL 2,KONAMI,10,2024,Silver,70,Action|Adventure,18,English|French|Italian|German|Spanish - Spain|Spanish - Latin America|Polish|Russian|Simplified Chinese|Traditional Chinese|Japanese|Korean|Ukrainian|Portuguese - Brazil,English|Japanese,NVIDIA GeForce RTX 2080|AMD Radeon RX 6800 XT,16956,928,17884,0.95
